temperature_c,butterflies_in_direct_sun,wind_effect_per_1_ms,standard_error,denominator_df,t_value,p_value,conf_low,conf_high,temperature_label
14,41.23463687150838,0.039304718959507934,0.1449967915220961,1771,0.27107302545738243,0.7863664579562376,-0.24507812541972734,0.32368756333874316,14.0 °C
14,41.575418994413404,0.039512798822669115,0.14619462389922955,1771,0.2702753204516254,0.786979941930142,-0.24721935946153512,0.3262449571068733,14.0 °C
14,41.91620111731843,0.039720878685828964,0.14739301384686007,1771,0.2694895616090636,0.787584367967544,-0.24936168706881034,0.3288034444404682,14.0 °C
14,42.25698324022346,0.0399289585489897,0.14859194787461635,1771,0.26871549313481125,0.7881799266989342,-0.2515050817828262,0.33136299888080556,14.0 °C
14,42.59776536312849,0.04013703841215088,0.1497914129180081,1771,0.2679528661240471,0.7887668037328596,-0.25364951798014096,0.3339235948044426,14.0 °C
14,42.938547486033514,0.04034511827531162,0.15099139632198347,1771,0.267201438347369,0.7893451798075238,-0.25579497084034664,0.3364852073909698,14.0 °C
14,43.279329608938546,0.04055319813847191,0.1521918858252296,1771,0.2664609740432641,0.7899152309376195,-0.2579414163152765,0.3390478125922203,14.0 °C
14,43.62011173184357,0.040761278001632206,0.1533928695451837,1771,0.26573124371746293,0.7904771285565375,-0.2600888310996074,0.34161138710287176,14.0 °C
14,43.9608938547486,0.0409693578647925,0.15459433596370942,1771,0.26501202394898826,0.7910310396540551,-0.26223719260276807,0.344175908332353,14.0 °C
14,44.30167597765363,0.04117743772795368,0.15579627391341352,1771,0.2643030972026889,0.7915771269096349,-0.26438647892210004,0.34674135437800735,14.0 °C
14,44.642458100558656,0.041385517591113974,0.15699867256456304,1771,0.26360425164801876,0.7921155488214833,-0.2665366688172023,0.3493077039994301,14.0 °C
14,44.98324022346368,0.041593597454275155,0.15820152141257945,1771,0.2629152809839402,0.7926464598314277,-0.268687741685397,0.3518749365939472,14.0 °C
14,45.324022346368714,0.04180167731743545,0.15940481026607506,1771,0.26223598426961514,0.793170010445849,-0.2708396775382724,0.35444303217314327,14.0 °C
14,45.66480446927374,0.04200975718059574,0.16060852923540667,1771,0.26156616576085645,0.7936863473526543,-0.27299245697922714,0.35701197134041857,14.0 °C
14,46.005586592178766,0.04221783704375692,0.16181266872172284,1771,0.2609056347520045,0.7941956135345293,-0.2751460611819907,0.3595817352695045,14.0 °C
